Result,Text,Title
yes,hayatı hapiste geçtikten sonra dışarı çıkan esaretin bedeli filmindeki brooks gibi hissediyorum..çay bardağı da tutamıyorum artık. düşürürüm diye..her şeyden korkar oldum. sonunda tam izolasyon veya intihar ile bu iş çözülecek.,yaygin anksiyete bozuklugu
yes,"en az altı ay boyunca hemen hemen her gün ortaya çıkan bir çok olaya ya da etkinlik hakkında aşırı anksiyete ve gerginlik duyma, kişinin üzüntüsünü kontrol etmeyi güç bulması ve bunlara ek olarak huzursuzluk, kolay yorulma, zihinsel yoğunlaşma güçlüğü, irritability, kas gerginliği, uyku bozuklukları gibi bulguların eşlik edebildiği bir bozukluk olarak tanımlanabilir.",yaygin anksiyete bozuklugu
yes,karışık anksiyete ve depresif bozukluk... psikiyatri eklendi. az buçuk tırsmıyor değilim çünkü engelli raporunda psikiyatri ibaresi olunca milletimiz sorunlu bu damgasını yapıştırıyor,yaygin anksiyete bozuklugu
yes,bu zıkkımın en etkili ilacı ilaç kombinasyonları nedir,yaygin anksiyete bozuklugu
yes,gelen duygu ataklarına halen tepki vermemeyi ögrenemedigim bok rahatsızlık. duygu katlandıkça katlanıyor.,yaygin anksiyete bozuklugu
yes,"korktuğun şeyler o kadar fazla, hayatın o kadar kısıtlanmıştır ki, ileri derecede engelli biri gibisindir. ... her boktan korkuyorsundur. ... yaygın anksiyete bozukluğu.",yaygin anksiyete bozuklugu
yes,"iki üç haftalığına istanbul'da yaşayan ablamın yanına gittim... iki ay önce xanaxla yaşayıp gecede üç kere acile kaldırılıyordum. terapi, ilaç ve çevre değişikliği ile birlikte şimdilik atlattım gibi görünüyor.",yaygin anksiyete bozuklugu
yes,beyindeki kimyasal ve fiziksel bir bozukluk yatar.,yaygin anksiyete bozuklugu
yes,"evlenmeden önce asansöre tek başına binememeler bensiz bir yere gitmek istememeler, evliliğin ilk başlarında kadınların çoğu bu şekilde psikolojik sıkıntılar yaşayabilir, anksiyete ataklarına şahit oldum, metro, metrobüs, uçak, tren, feribot gibi toplu taşıtların hepsinde ölecek gibi davranmaya başladı, sonrasında yemek yerken yutamamalar, geçen vücut ağrıları, bazen onun uykusunda bilinçsiz olarak yakamdan tuttuğuna şahit oldum,.normal konuşacak bir konu bulamıyorum, kendi çevresinde dostu kalmadı, neşem bitti.",yaygin anksiyete bozuklugu
yes,"içindekilerinize karşı duyarlı, empati sahibi, içine kapanık, aşırı utangaç, hafif yaş aldıkça içine kapanık ve utangaç halim çevremde sorun oluşturmaya başladı. yaygın anksiyete bozukluğunda uzanmak ve dinlenmek kafada beşşüz sekme açıkken mümkün görünmüyor. doktora da dikkat dağınıklığı, tahammülsüzlük, agresyon, çarpıntı, kafada senaryolar kurup kurduğum senaryoların saçmalığına rağmen onlardan kurtulamama ve benzeri şikayetlerle başvurdum.",yaygin anksiyete bozuklugu
yes,"milleti uykusundan uyandırıyor,beni uyutmuyor bile..",yaygin anksiyete bozuklugu
