Title,Entry
depresyon,"yaşamaya yeteri kadar konsantre olamamaktır. karakterin pısırıklaştığı, hamle yapmaktan korkulan bir dönemdir. ilacı (denenmiştir):system of a down - steal this albumve tabiki fuck the system"
depresyon,idrak yolları enfeksiyonu
depresyon,"bir kere yakalanıldı mı, bir daha tamamen kurtulmanın mümkün olmadığı lânet! istediği zaman gelir, istediği zaman gider. önce yavaş yavaş yaklaşır, sonra birden tepenize iner; hayatınızı altüst eder. sar baştan! vücudun bütün hücrelerine sirayet eden, içten içe kemirip, yiyip bitiren bir hastalık. bir tanecik tebessümünü insana mumla aratır. ""ne istiyorsun benden?"" diye soracak olsanız, somut bir muhattabınız da yok..  bir dipsiz kuyu. birinin el uzatmasını bekliyorsunuz  ya yanılıyorsunuz, tutunacak hiçbir şey bırakmıyor bir anda. bir şekilde siz çıkacaksınız yine o kuyudan. nasıl ve neden bilmiyorum ama öyle.başkalarının anlamasını beklemeyin, yaşamayanın anlayabileceği bir şey olduğunu zannetmiyorum.bir nev'i kendi kendinle savaş; kendin için, kendine rağmen."
depresyon,"her şekilde sıkıcıdır. çevreniz sıkılır, sizde sıkılırsınız. geçinip gidersiniz öyle..."
depresyon,"ne kadar ekmek o kadar köfte, bazı hayatlar icin depresif olmak aklın yerinde olduguna isaret degil midir?"
depresyon,"last.fm sayesinde olup olmadığı görülebilen, ne kadar olduğu ölçülebilen bir şeydir. aylara yönelik track sayısına bakılır. örn.*jan - 103feb - 129mar - 214apr - 495yukarıdaki istatistiklerde bilgisayarın başında umutsuz ve mutsuzca göt çürütülerek ne kadar vakit harcandığı rahatça görülmektedir. aylar geçtikçe şarkı sayısı artmaktadır ve buna bağlı olarak bilgisayar başında geçirilen vakit de artmaktadır. siz deyin can sıkıntısı, ben diyeyim depresyon..."
depresyon,"""mesela herhangi bir gün müthiş bir iç sıkıntısı seni boğar. hayat sana karanlık, manasız gelir. insan biraz evvel senin zırvaladığın gibi felsefeler yapmaya başlar. hatta yavaş yavaş onu da yapamaz ve canı ağzını açmayı bile istemez. hiçbir insanın, hiçbir eğlencenin, seni canlandırmayacağını sanırsın. hava sıkıcı ve manasızdır. ya fazla sıcak, ya fazla soğuk, ya fazla yağmurludur. gelip geçenler suratına salak salak bakarlar ve on para etmez işlerin peşinde, bir tutam otun arkasından koşan keçiler gibi dilleri bir karış dışarı fırlayarak dolaşırlar. aklını başına derleyip bu pis ruh haletini tahlil etmek istersin. insan ruhunun çözülmez düğümleri bir muamma gibi önüne serilir. kitaplarda okuduğun depresyon kelimesine bi cankurtaran simidi gibi sarılırsın. çünkü nedense hepimizde, maddi olsun, manevi olsun bütün dertlerimize bir isim takma merakı vardır, bunu yapmazsak büsbütün çılgına döneriz.""sabahattin ali, ""içimizdeki şeytan"". s. 16, istanbul: yky, 2001."
depresyon,"an itibariyle yaşadığım durum. canımın hiç bir şey yapmak istememesi, artık kusturucu dereceye gelen alınganlık nöbetleri, 12 saat uyunan bir günden sonra bile vücudun hala uyumaya meyilli olması.. yakınlarrınızdan, sevdiklerinizden uzak durmak ve onları da bu durumla baş etmek zorunda bırakmamak için nadasa çekilmek en mantıklısıdır efendim."
depresyon,"hayatın sunduğu lüks yaşam tarzlarından biri,yanlızlıktan biraz daha lüks çünkü en azından alınganlık yapabiliyorsun,ha onu da yapamıyorsan,sen ölümüşün yahu.(yada ben...)"
depresyon,"insan icin varolan en tehlikeli hastaliklardan biri. kisiyi, kendisine ragmen, kendisi istemedigi halde, hatta kendisi tam ters yola gitmeye calistigi halde tedavi etmeyi gerektiren illet. beddua etmeyi sevenlerin bile bir kere kurtuldugu zaman 'allah dusmanimin basina vermesin!' dedigi hastalik. evlerden uzak olasi..ayrica (bkz: hayata bakis acisini degistiren olaylar/@cool n blue)"
depresyon,"tercih falan değildir depresyon! ben mi seçtim lan herşeyin kötü olmasını, arkadaşımın hastalanması benim tercihim mi ha? hergün yataktan çıkamamak, ölümü düşünmek, düşlemek benim seçimim mi? hayatında bir kez olsun çökmeden, dibi görmeden nasıl bu kadar rahat konuşabiliyorsun? senin hayatın da mükemmel değil, hiç kimseninki değil ama bu kadar iddialı bir cümleyi gelip buraya yazmak bile depresyonu bilmemenin göstergesidir. sırf ailen üzülmesin diye yaşamayı seçtin mi lan, kendin için birşey kalmamışken artık başkaları için, onların düzeni bozulmasın, daha fazla acı çekilmesin diye nefes alıp vermeye tahammül ettin mi?neyin tercihi bu, kim böyle birşey seçebilir?aynaya baktığımda kendimi görememeyi tercih edecek kadar aptal değilim, keşke bir aptal olup bunları yaşamasaydım."
depresyon,"depresyonda iken ""bu psikolojik bozuklukların yüzde doksansokuzu (küsüratlı ibneler) din eksikliğinden kaynaklanıyormuş bizim bir arkadaş vardı böyle depresyona girdi namaza başlattık düzeldi çocuk"" diyen fettoşcu ibnelerin dudağına uçan tekme ile vurunuz."
depresyon,bir  `oğuz tan`  kitabı.. depresyonu yalın bir  dille  cok  iyi anlatmıs olup cogu hasta  için  cok faydalı cıkıs  yolları  onermekte...
depresyon,(bkz: #16381224)
depresyon,"renk olsa, en koyusundan bir siyah,yemek olsa, en kötü kokanından bir porsiyon kereviz,mekan olsa, ağzına kadar çöp dolu leş gibi bir arka sokak,vücut bulsa, bildiğin seri katil olurdu bu depresyon.ne uyutuyor, ne uyandırıyor, ne uyuyunca ayık kafayla kaldırıyor, ne kalkınca insanın kendisini toparlamasına müsaade ediyor..daimi bir dünya yıkılmış da altında kalınmış hissiyatıyla, adamın ağzına gözüne sıçıyor."
depresyon,"şuan ki halim sanırım. ama tam da emin değilim. hiç bu kadar kendimi anlamadığım anlarım olmamıştı. yaptığım saçma sapan hareketlerimin kaynağı ya şizofreni ya da depresyon ya da daha ne olduğunu bende anlamadım. çok fenayım lan. sanki heran infilak edecek bomba gibiyim. yok yok bombadan ziyade nereye gittiği belli olmayan bir füze gibiyim aslında. hah bu oldu. ilerledikçe önüme çıkan insanları bir bir kırıyorum. ama kendime ve çevremdekilere en büyük zararı ise füze çarpacağı yeri bulduktan sonra vereceğim sanırım. - kimseye zarar vermek istemiyorum olm ben.- sen zarar vermiyorsun zaten gerizekalı onlar sana zarar veriyor.- ama eskiden de böyleydi. o zaman hiçbirşey canımı sıkmazdı. şimdi neden herşey canımı sıkıyor.- o zamanlar saftın. içine atardın sana yapılan haksızlıkları. şimdi direk tepkini veriyorsun.- ama bu işte bir terslik yok mu? hem çevremdekiler kırılıyor hem ben üzülüyorum. bunun kimseye faydası yok gibi.- aptal aptal konuşma. sen doğrusunu yapıyorsun. boşversene sen diğer insanları. onlar seni kırarken hiç bu kadar düşünüyorlar mı. şimdi en azından seninle konuşurlarken daha dikkatliler.- hayır dikkatli değiller, çekingenler. sadece işleriyle ilintili konuşuyorlar. biliyorlar ki yine en ufak birşey de bağırıp çağırıcam. azarlanmaktan korkuyorlar.- tamam işte olması gerekende bu. herkes haddini bilecek. böyle davranmaya devam et. kimse seni kıramaz.- böyle devam edersem tabi kimse beni kıramaz. çünkü böyle devam edersem çevremde kimse kalmayacak.- hala safsın. baksana şu çevrene. kendini ilah gibi gören onca insan yok mu? senin ne farkın var onlardan. onlar isteyince yapabiliyorda sen neden yapamayasın. - ama yanlız kalırım o zaman.- kalmazsın merak etme. onlarda alışacak senin bu haline. seni böyle kabul edecekler. - kes artık dinlemek istemiyorum seni.- beni dinlemezsen sen kaybedersin.- hayır kaybetmem. şuana kadar bir sürü dostum oldu. beraber üzüldüğümüz anlarda vardı, mutlu olduğumuz anlarda.- şimdi nerdeler peki o dostların?- bir kısmı uzakta artık. ama çoğunuda ben kırdım. hep senin yüzünden. dinlemek istemiyorum artık seni. kes artık kes!- böyle kestirip atamazsın. her nekadar saçma sapan düşüncelerin olsa da söylediklerimde senin fikirlerin. kabullenmelisin bunlarıda.- hayır ben hiç böyle düşünmedim. sen içimdeki bir zehirsin kes artık.- hayır, senin kafandaki bir düşünceyim ben. en az senin kadar gerçeğim.- oha depresyonda değilmişim lan. düpedüz şizofrenmişim. yanlış başlığa yazdım galiba.- boşver sen sözlüğe uyma. sözlük sana uysun- ulan pezemenk. sözlükten uçurulursam skerim seni.- oha kendi kendinimi...- lan siktir git.- ahaaha o kadar uzun mu lan seninki- teallam ya."
depresyon,insanın kendini en çaresiz hissettiği anlardır aynı zamanda. herşey üzerine üzerine gelir ve o an hiçbirşey yapamazsın. daha doğrusu kendinde o gücü bulamazsın.
depresyon,"bir nevi bumerang'tır. eline alınca, atsan atılmaz, satsan satılmaz bir oyuncağın olur. hediye edenin kulaklarını çınlatırsın fırsat buldukça..."
depresyon,"taklidi en kolay ve başarılı şekilde yapılan ruhi bozukluk...semptomlar o kadar teatral ki..oku üç beş.. al kendine giy elbiseyi..üç kuruşluk rol kabiliyeti ile kendi kendini bile inandırırsın depresif olduğuna, bırak tıp alemlerini..boku çıkarılan kavram..dahası, öngörülen semptomlara bakılırsa, yoldan geçen her 5 kişiden 6 sı sahip bu bozukluğa..bırakın yaa.. yapmayın..başınız sıkışıp, sorumluluktan kaçmanız gerektiğinde, yahut başarısızlıklarınıza ve tembelliklerinize sağlam bir kulpa ihtiyaç duyduğunuzda, hemen depresyondayım şarkısını zırlamayın..sağlam durun.. en azından kendinizi bilin kendinizi tanıyın.diyin ki ben tembelimdiyin ki ben korkağımdiyin ki be sorumsuzumdiyin ki ben kolaycıyım..ama çok rica edicem, ayyy ben depresifim.. allah karetsin hepsi bu yüzden.. demeyin..hepsi sizin yüzünüzden..hep diyorum.. insanın başına her ne gelirse tek mesulu kendisi..depresyon da gayriihtiyari değil..o da bir seçim..kendi seçiminiz içinde kendi kendinize boğulacaksanız, keyfiniz bilir..kendi kendinize acıyıp, devekuşu gibi kafanızı gömecekseniz bok çukuruna..burnunuzun boktan kurtulmaması doğal..zırlamayın daha, hayat bana çok acımasız diye..hayat sabit.. herkese aynı..onu algılayış biçimin, tercihin sana kalmış..kafanı bok çukurundan kaldırıp burnunla bok yerine hava solumayı tercih edeceksen, evet ciğerlerin oksijenle hafifçe bir yanacaktır.. bu da bunun bedeli.keyfin bilirburnun bilir..ciğerin bilir."
depresyon,"yakalanıldığında, her şeyin ""laf olsun"" diye yapılmasına sebep olan ruh hali."
depresyon,"-meli -malılarla geçen, fakat düşünmekten başka bir eylem yapılmayan ya da yapılamayan bir tuhaf süreç."
depresyon,"at, avrat, silahtır efendim nedeni. daha doğrusu bunların eksikliğidir. at: özgürlük, kendine zaman ayırma, hobiler ile uğraşma özgürlüğüavrat: cinsel hayat. toplumda bir yer edinme. saygısilah: birazcık fiziksel güç bolca maddi güç işte bu at, avrat, silah metamorfoz yaratığının 2 parçasından daha azına sahip olanlar depresyona da girer nevrozlardan da çıkar. sonra artık okuduğu kitap, izlediği film sayısına göre cümleler süslenir de süslenir. şöyleydi de böyleydi de. peh."
depresyon,"internette enteresan bir açıklamasına rastladığım lanet şey.şöyle ki:- öfke ve nefretin, çevresindeki kişilerin kaybına yol açacağı düşüncesiyle onlara yönlendirilemeyip, kendisine yönlendirilmesi. (bu yapıdaki bir kişilik hayatın ilk 1-2 yıllık döneminde düzenli ve yeterli bir anne-çocuk ilişkisi yaşamamıştır. kişinin yaşadığı depresyon gerçek ya da farz edilen bir kayıp ile bağlantılıdır.)- kişinin kendisi, çevresi ve gelecekten beklentileri, idealleri ile kendi gerçek durumu o kadar farklı, gerçekdışı ve orantısızdır ki, bu yüksek standartlara ulaşamamak kişide güçsüzlük ve yalnızlık düşünceleri ile depresyona yol açabilir.- kişinin süper egosu (üst benlik) o kadar kuvvetli ve baskındır ki sürekli kişiyi kısıtlayıp, suçlar, zevk verici, rahatlatıcı etkinliklerden alıkoyup, adeta işkence eder.- kişinin çevresindekiler ondan o kadar çok şey beklemektedir ki, kişinin bu beklentileri karşılaması olanaksızdır. bu da zayıflık ve çaresizlik düşüncelerinin gelişip, depresyona gidişe yol açabilir.- kişinin küçüklüğünden itibaren sevip, saygı ve gurur duyacağı, ondan da destek ve sıcaklık göreceği, benzemek istediği, imrendiği, idealize ettiği düzeyde bir kişi (baba, anne, öğretmen, akraba vs) yoktur. bu da kişiliğin gelişimini olumsuz yönde etkiler ve kendine güven kaybı ve depresyona yol açabilir.- çocuklukta anne-baba ayrılığı ya da kaybı, stresli koşullar karşısında yeterli desteği bulamayıp, yanlış ya da yetersiz başa çıkma mekanizmaları geliştirmesine, bu da ileri dönemde depresyona zemin hazırlayabilir.- sahip olunan kişilik yapıları da depresyon gelişiminde etkilidir. obsesif-kompulsif, bağımlı ve sınırda kişilik bozukluğu (borderline) gösterenlerde depresyona eğilim daha yüksektir. http://www.psikiyatrist.net/depresyon.htm"
depresyon,"okulu kazanan her öğrenciye ""siz daha mezun olmadan, firmalar sizi kapıyor"" palavrası atılan bir üniversiteden mezun olup da 4 aydır iş bulamamak (işsizlik psikolojisini de küçümseme sevgili sözlük; ancak yaşayan bilir), iş bulmaya en yaklaştığın anda senin yerine torpille birinin alınması, 4 senedir çıktığın kız arkadaşının okuduğun şehirde kalması, yakın arkadaşlarının yarısının yurtdışına gitmesi kalan yarısının da yine okuduğun şehirde kalması, başka çare kalmadığından karda kışta askere gitmek durumunda olmak, askere gidebileceği de kesin olmamak, beşiktaş'ın tatsız, tuzsuz hatta resmen acı olması gibi nedenlerle, pekala depresyona girilebilir. yine de girmeyin siz, hayat hala güzel...(bkz: daha kötü ne olabilir) (bkz: pollyanna) (bkz: yine de bir düşün derim)"
depresyon,acı çekme sanatı.
depresyon,girilince bir türlü çıkılamayan şey.
depresyon,"delilik benzeridir. yasayan hakkinda konusmaz, konusan genelde yasamamistir."
depresyon,"bir kez depresyon geçirdikten aylar sonra bile kendimde aynı ataletsizliği, aynı ruh halini az da olsa hissettikçe tekrar depresyona girmemek için, kendimi oyalamak için o kadar enerji harcıyorum ki, günler nasıl kendimi şımartsam da nasıl oyalasam da aklımdan atsam diye geçiyor. tekrar deprosyona girme korkusu depresyonun kendisi kadar kötü."
depresyon,"depresyon ve depresyondan alınan garip zevk konusu  ile alakalı yaptığım bir piyasa araştırması sonucu sitenin birinde genc mi ,yaşlı başlı mı emin olamadığım bir arkadaşın yazdığı yazıya takıldı gözüm...yazıyı aynen huzurlarınıza seriyorum..""depresyon yaşayan kişinin tam olarak depresyondan haz aldığı söylenemez. ama şu vardır ki, kişi depresyon yaşadığı dönemlerde kendisini daha büyük bir tehditten uzak gördüğü için güvende hissedebilir. aslında insandaki mazoşizm duyguları da bundan ileri gelmektedir; organizma kendisi için kötü olanı istemez, isteyemez. ancak olabilecek şey şudur ki; bazen yaşadığımız duygusal çökkünlükler her şeyin üstünde bir zarar verir. bazen sırf bu zararı durdurmak, engellemek için insan kendini başka bir acıyla meşgul eder. daha çok acı vereceğini düşündüğü duygusal bunalımı unutmak için kendisine büyük acılar verir ve dışarıdan bakan bir anlam veremez. aslında kendisi de anlam veremez çünkü çoğu zaman bilinçdışı süreçlerde meydana gelen bir seçimdir. insan bu durumda neden bu acıyı istediğini kesiremez.işte bu açıdan bakıldığında depresyon, hiçbir zaman ""kötünün en kötüsü"" değildir insan için. insanın varlığını çok daha ciddi bir şekilde tehdit eden sorular ve sorunlar vardır ki, onları düşünmemek için bile kendinizi depresif sayabilirsiniz. bundan sonra artık sizin depresyon diye bir derdiniz vardır ve daha büyük dertlere karşı ""depresondayım"" sözü bir kalkan olmuştur. bu nedenle yine anlam verilemeyecek şekilde hiç hoş olmayan depresyon hali artık sizin için güvende olmakla eşlenir bir süre sonra. depresyondasınızdır, çektiğiniz acı ortadadır ve aslında kendi yağınızda kavrulup gidiyorsunuzdur.""....şahsen yazıyı kendimle bağdaştırmakta güçlük çekmediğimi söyleyebilirim. tabi bariz olan bir şey var ki  : ne kadar ilginc varlıklarız ki daha büyük acılardan korunmak için nispeten daha hafif gördüğümüz acı ve sıkıntılara sığınıp kendimize kalkan yapıyoruz."
depresyon,"sabah yataktan kalkamamak, on iki saate kadar uyuma potansiyeline sahip olmak ve hatta o bile yetmemek, sabah kahvaltı etmediği için "" lan yine öğün kaçırdık "" diye hayıflanmak, gereksiz ve nasıl olduğunu anlamadan kilo edinmek, eskiden sahip olduğun özelliklere özlem duymak, "" bugün yine mutlu olacağım, gülümseyeceğim "" deyip en ufak bir şeyden mutsuz olmak, yüzün asılması; sorunlardan kaçmak için bir şeylere bağımlı olma ihtiyacı hissetmek, aşırı bağlanmak, bağımlılık yüzünden sorumlulukları boşlamak ardından niye böyle yaptım diyerek kendine hiddetlenmek sinirlenmek, sinirini etrafa zarar vererek gidermeye çalışmak yapamamak, kendine yapmaya çalışmak becerememek, ezik olduğunu hissetmek daha da derin bir bunalıma girmek.her şeyden şikayet etmek memnun olmamak, üzülmek için yer aramak, üzüldükçe daha iyi hisseder gibi olmak, mutlu olmanın bile haz verememesi... (bkz: lustralim nerde ya)edit: milenyum ediyşın"
depresyon,(bkz: cepresyon)
depresyon,"öyle bir nick seçmiş ki ne yazılsa üstüne alınıyor garibim. ayrıca badimdir kendisi, dokunanı yakarım. biri bişey derse filan yanıma gel emi?"
depresyon,"hani kimi zaman pamuk ipliğine bağlı geçer ya hayat, farkına varmak istemediğin.. zaman sanki sündürür yaşananları... ve bıçakla kessin istersin birileri.. bu da öyle bir şey..."
depresyon,hani bazen fişi çekip dükkanı kapatasın gelir ya öyle bir şey işte
depresyon,"ruhsal bir bozukluktur.manevi çöküntü haline denir.bunu yaşayan bünye çevresiyle iletişimi tamamen kesmiş demektir.ayrıca benim şuan için de bulunduğum ruh hali.ben demiyorum,psikoloğum diyor.günde 3 paket sigara içiyorum,canım hiçbirşey istemiyor,hiçbirşeyden tat almıyorum,doğru düzgün birşey yemiyorum,ancak ilaç yardımıyla uyuyabiliyorum ve en kötüsü de beni depresyona sokan varlıklarla aynı ortamda  bulunuyorum.önceleri depresif takılan insanlara gülerdim.abartıyorlar falan derdim.ama yanlışmış.depresyonda bulunan birisi kesinlikle ciddiye alınmalıdır.bu bir kendini anlayamama durumu.bazen de psikoloğunuza herşeyi söyleyememe.belki oda bıkmıştır sizi dinlemekten.aynı şeyleri söylemenizden.artık korkarsınız ondan.utanırsınız.çok zayıf olduğunuzu düşünürsünüz.boris vianı hatırlarsınız.bir gazetenin en arka sayfasında enke'yi okursunuz.sizi umursamayanların vurdumduymazlığı altında ezilirsiniz.telefon rehberine bakarsınız.konuşacak kimse kalmamıştır.ama kimsenin de sizi anlayamayacağının farkındasınızdır.ister istemez asi bir başkaldırışın apoletlerini takar,estetik kaygılar güderek,sembolik kavramların gücüne biat eder,aslın da o ana kadar hep redderek baktığınız gücün esiri olur,olmayan çıkış yolları için de tek gidiş bileti alırsınız.su içersiniz ama sadece içersiniz,yemeği yersiniz ama sadece yersiniz,yaşarsınız ama sadece yaşarsınız."
depresyon,"depresyom sırasında bir daha asla eskisi gibi mutlu olamayacağını, asla eski neşesini asla bulamayacağını düşünür insan. karamsarlık kaplar her bir yanını. işte depresyonun getirdiği bu karamsarlık insanın ayağından yakalar ve iyi bir şeyler yapma isteğine karşı elini kolunu bağlar."
depresyon,"ayak parmağı arası kiri gibi hissedip, meme ucu hissiyatında davranış sergilememize neden olan psikolojik olay."
depresyon,''lan!!!!!  defol git lan!!!!!!!! sen kim oluyorsun da bana hükmedecek gücü kendinde buluyorsun !!!???? züppe!!! ağzını burununu dağıtırım senin!!!!!!''gibi kelimeler ve cümlelerden yardım alınarak şu güzel hayatta kimseye musallat olmasına izin verilmemesi gereken durum.bildiğin züppe. ve ben züppeleri hiç sevmem.
depresyon,(bkz: depresyon hırkası)
depresyon,bu depresyon denilen virüs bünyeye bir girdi mi ebediyen kalır ve ara ara dürter.
depresyon,"işin en acı tarafı girmemek için direnmek direnmek direnmek ama sonunda yine bir yerinden lönk diye içine düşmek.anlamsız bakışlar,zoraki gülümsemeler,dalıp gitmeler falan... hele ki bendeniz gibi ketum bir tipseniz kendi kendinizi yer bitirirsiniz.halbuki dışa dönük ol, millete anlat onlar rahatsız olsun sen ferahla di mi? ama yok ille de gurur..."
depresyon,"entry yazayim diye ek$iyi acmak, sonra da bu cumleyi yazip kapatmak."
depresyon,"ilaçsız da tedavi edilebilen bir hastalıktır. farklı ekoller denenebilir. bilişsel ve davranışçı terapiler, kişi kendisi uygulayabildiğinde de işe yaramaktadır.yol gösterici olması açısından dr. david burns'un ""iyi hissetmek"" kitabı incelenebilir."
depresyon,dalga geçtiğin şeylere bile özenmeye başlamışsan.....
depresyon,"""where do we go"" ile başlar, ""bak hala burdayız"" la tavan yapar, ""where do we go now"" ile biter."
depresyon,(bkz: ruhsal pörsüme)
depresyon,"sabahları ağlayarak uyanmaya,bütün gün kimse beni sevmiyor nasıl olsa diye yataktan çıkmamaya, yemek yememeye, insanların eğlendiği şeylere üzülmeye yol açan durum. böyle anlarda kendi içinizdeki sorularla savaşmaya başlarsınız, aklınızda sürekli düşündüklerinin tersini söyleyen, sizi yaşama yakıştırmayan bir ses vardır. biraz da genetik sebeplerden kaynaklanır. en kısa sürede bir doktora danışılmalıdır, kendi başınıza çözülecek bir durum değildir."
depresyon,yatağa çarşaf olmak istemektir.
depresyon,güne yine kalktık diyerek başlanan kronik pesimistlik hali.
depresyon,(bkz: ibne gibin puşt gibin bişey)
depresyon,"sabaha kadar yapılması gereken işe mal mal bakıp, yapmamaktır."
depresyon,elde olmadan sürünmektir. ayağa kalkmayı bile isteyememektir...
depresyon,(bkz: allahım sen soktun sen çıkart)
depresyon,"insanın kendini teselli etmeyi bırakması,ya dateselli edemeyecek duruma gelmesiyle farkına varılan durum.kendini teselli edebiliyorsan, mutsuzluğun ağır basmadığı sürece depresyonu hissetmezsin.onun harici herkes her türlü depresyonda zaten.hissetme meselesi."
depresyon,bu dönemlerde dinlenen müziğin verdiği hazzı yaşamak başka bir dönemde  imkânsızdır...(bkz: bethlehem - dictius te necare)(bkz: mazoşizm)
depresyon,"21. yy'da bu hastalık vâkâlarının 90%'ını ""hayatta elle tutulabilir hiçbir başarısı olmamasına rağmen balon misali şişirilen ego'larına bağımlı olarak mutlu mesut yaşayan ancak gerçek hayatla karşılaşınca sönen ego balonlarıyla birlikte boşluğa düşen insanlar"" oluşturmaktadır.bu yüzden depresyonda en büyük suç aile ve çevrenindir. nitekim ego terbiye edilebilen bir hayvandır."
depresyon,"girdiğin kapıdan çıkamadığın zihinsel ve ruhsal labirent. çıkış kapısı ise bazen gözünün önünde, bazen ayağının altındadır. görmezsin ya da görmezden gelirsin. kendi insiyatifini değil, kaderinkini veya başkasının insiyatifini beklersin. bu durumda ise şairin de dediği gibi, ""beklemek, gövde kazanması zamanın."" ve o gövdeye de sarılırsın sonra... beklemeye devam edersin. görmeyi, görülmeyi..ölüm geliyor aklıma birden ölümbir ağacın gövdesine sarılıyorum.(bkz: cemal süreya)"
depresyon,"insanın hayatta herhangi bir şeyden zevk almasına engel olan durum. öyle pislik bir şey ki önce etrafınızda yakın arkadaş dediklerinden soğuyorsun, hiçbir şey yapasın gelmiyor. eşya gibi bir köşeye bırakılıp saatlerce ordan kımıldamamak istiyorsun. kimse sana dokunmasın, senin onlardan kaçtığın gibi insanlar da senden kaçsın istiyorsun, ama içten içe de birinin halini fark edip sana yardım etmesini istiyorsun. ama olmuyor işte. giderek daha da içine kapanıyorsun, en yakın arkadaşımdan öte dediğin, canının yarısı saydığın insan bile fazla geliyor bir yerden sonra, ona karşı kırıldığın ama unuttuğunu sandığın her şey meğer hiçbir zaman bir yere gitmemiş, hep içinde saklı durmuş. sonra onların hepsi birden isyan ediyor ve sen onunla da görüşmek istemiyorsun. önceden bir gün telefonla konuşmamak sorun olurken, şimdi haftada bir olan görüşmeler fazla geliyor, uzun uzun sessizlikler yaşıyorsunuz, normalde o boşlukları hep sen doldururdun, şimdi sen suskunlaşınca hepten çığırından çıkıyor işler. ailen iyice endişelenmeye başlıyor, onların ilgisi içinde ılık hisler oluştursa da oluşturduğu rahatsızlık ağır basmaya başlıyor, annenin sürekli ""neyin var yavrum, benimle konuşabilirsin."" demesinden nefret etmeye başlıyorsun. ablan desen, iletişiminiz zaten hiçbir zaman mükemmel olmamıştı, ama insanın ablasının ilgi gösterme anlayışı sataşma ve eleştirme olunca, hele zaten hiçbir şeye tahammül edecek halin yoksa, daha da sorun oluyor. sonra ailenden de soğuyorsun. kendi evinde yabacı olmak istiyorsun, tek istediğin kendi haline bırakılmak. ama bir yandan da endişeleniyorsun kendin için, çünkü kimse endişelenmiyor. bir şeyin ters gittiğinin farkındalar ama kimse olayın gerçek boyutlarından haberdar değil. senin içten içe yittiğini kimse bilmiyor. candan fazla değer verdiğin herkesten nefret eder gibi oluyorsun, çünkü hiçbiri seni kurtarmıyor bu durumdan. hayatında kalmasına izin verdiğin bir iki kişi sana yardım etmek istese de ne yapacağını bilemiyor, sen bile bilmiyorsun sonunun ne olacağını. gene telefondayken soruyor en yakın arkadaşın: ""keyifsizliğin ne alemde?"" bu bir yerde o kadar yakıyor ki içini, tek bir cümle insanın canını bu kadar yakmamalı. sen de cevap veriyorsun ""bilmiyorum, geçer herhalde."" ve sana tokat gibi gelen cevabı veriyor: ""ama geçmiyor."" o an fark ediyorsun, durumundan tamamen habersiz değil, ama hala olayı kavrayabilmiş de değil. ama tek bir hafta geçmiş, eskiden canının yanına koyarken, şimdi hayatından uzak tutmak ister gibisin. o, arada, o tek bir haftada bir şeyi kaçırmış, sende şalterlerin biri atmış artık, geri dönüş mümkün mü emin değilsin. korkunç bir his bu. hayatında emin olduğun herkesten ve her şeyden şüphe duymak. yaşadığın hayatın tamamını sorgulamak. ve buna rağmen haftalarca hiçbir ilerleme kaydedememek, aksine sürekli daha da batmak. intihar eden insanların aslında o kadar da saçmalamadığı fikri oluşuyor yavaş yavaş. o an tek istediğin şey var hayattan, huzur."
depresyon,götümden uydurduğum bir teoreme göre sabah 7 de kalkıp akşam 10-11 gibi uyuyan insanlarda depresyon falan olmaz.
depresyon,antidepresan ilaç firmalarının uydurduğunu düşündüğüm düşünce hali. bazen geliyor bazen gidiyor. nutella yiyince gidiyor yemeyince geliyor.
depresyon,kendi kendine girilmesi gereken bişeymiş onu anladım... en yakınını dahi götüremiyomuşsun... götürürsen onun adı antisosyal kişilik bozukluğu oluyomuş...
depresyon,"bir kere giren çıkamıyormuş bu meretten anlatılanlara göre.psikologlarla olan seanslarla,haplarla ya da kendi iyileşme denemelerinizle sadece üstüne bant koyarmışsınız beyninizde.depresyon kalıcı bir hastalıkmış yani bir nevi migren gibi.tetikleyen her olayda tekrar kendini gösteren sinsi bir tilkiymiş meğersem."
depresyon,"ne kadar iyi yüzücü olursanız olun boğulabilirsiniz. bildiğiniz bütün ahkam kesmeler, deneyimler, ukalalıklar, diplomalar, mutluluklar, bilgiler ve aldığınız nefes kucağınızdaki kedinin yüzüne bakarken gözünüzden boşalır. öyle bir boşalır ki, hiçbir şey kalmaz içinizde tarif edemediğiniz bir sızıdan başka. evet boğulabilirsiniz çok iyi yüzebilsenizde.. sevdikleriniz paçanızdan, saçınızdan, boğazınızdan, elbisenizden, kolunuzdan.. tutarak çekmeye çalışır sizi. çırpınmazsınız.çırpınacak gücünüzde yoktur zaten. ancak vücut o kadar ağırlaşmıştır ve girdap o kadar kuvvetlidir ki diğerleri de boğulmaktan korkarlar. ait değilsiniz. hiçbir şeye. hiçbir yere. ne güzel söylüyor adam. ''just a beatiful day''.. çok uzak. ve tahammül edipte aynaya bakınca banyoda, yüzünüze ve delik deşik olmuş bedeninize.. tanıyamazsınız. depresyon orospu çocuğu bir virüstür, faşisttir. boşaltır. beyninizi boşaltır, zorla boşaltır. bedeninizi boşaltır yavaş yavaş. ''just a beatiful day''. maybe.."
depresyon,"""ölmek yok, dönmek yok"" demektir."
depresyon,"über iktisatçı, akdeniz insanı.begenerek takip ediyoruz kendisini."
